学号,院系,专业,班级,性别,年级,B1,B2,G1,G2,G3,G,班级排名,院系排名
176303204,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,2.83,0.05,4.0,2.88,1.5,2.828,16,12
176303216,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.328,0.05,4.0,2.378,3.0,2.8268,17,20
176303234,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.908,0.0525,4.0,1.9605,4.0,2.7763,18,29
176303223,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.832,0.05,4.0,2.882,1.0,2.7292,19,11
176303231,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.376,0.05,4.0,2.426,2.3,2.7156,20,18
176303232,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.488,0.05,4.0,2.538,1.5,2.6228,21,15
176303227,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.358,0.05,4.0,2.408,1.5,2.5448,22,19
176303228,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.438,0.05,4.0,1.488,4.0,2.4928,23,32
176303214,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.3962,0.05,4.0,2.4462,1.0,2.46772,24,17
176303220,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.206,0.05,4.0,2.256,1.5,2.4536,25,23
176303221,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.15,0.05,4.0,2.2,1.5,2.42,26,24
176303222,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.148,0.05,4.0,2.198,1.5,2.4188,27,25
176303230,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.244,0.025,4.0,2.269,1.0,2.3614,28,22
176303219,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.954,0.05,4.0,2.004,1.5,2.3024,29,27
176303217,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.932,0.0475,4.0,1.9795,1.5,2.2877,30,28
176303211,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.668,0.05,4.0,1.718,1.5,2.1308,31,30
176303212,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.582,0.06,4.0,1.642,1.5,2.0852,32,31
176303213,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,0.767,0.0375,4.0,0.8045,4.0,2.0827,33,35
176303224,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,0.8835,0.05,4.0,0.9335,3.3,2.0201,34,34
176303226,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,1.264,0.025,4.0,1.289,1.5,1.8734,35,33
176303315,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,3.736,0.05,4.0,3.786,4.0,3.8716,1,1
176303301,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,3.57,0.0575,4.0,3.6275,4.0,3.7765,2,2
176303340,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,3.554,0.05,4.0,3.604,4.0,3.7624,3,3
176303302,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,3.51,0.05,4.0,3.56,4.0,3.736,4,4
166308105,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,3.1255,0.08,4.0,3.2055,4.0,3.5233,5,5
176303303,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,2.97,0.05,4.0,3.02,3.0,3.212,6,6
176303304,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,2.95,0.05,4.0,3.0,2.3,3.06,7,7
176303318,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,2.116,0.05,4.0,2.166,4.0,2.8996,8,12
176303334,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,2.242,0.0475,4.0,2.2895,3.3,2.8337,9,10
176303308,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,2.494,0.05,4.0,2.544,2.3,2.7864,10,8
176303327,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,2.226,0.05,4.0,2.276,3.0,2.7656,11,11
176303311,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.72,0.055,4.0,1.775,4.0,2.665,12,16
176303325,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.77,0.05,4.0,1.82,3.7,2.632,13,14
176303317,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.712,0.05,4.0,1.762,3.7,2.5972,14,17
176303314,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.4904,0.05,4.0,1.5404,4.0,2.52424,15,21
176303338,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,2.266,0.05,4.0,2.316,1.5,2.4896,16,9
176303335,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.2635,0.025,4.0,1.2885,4.0,2.3731,17,23
176303307,计算机工程学院,移动应用开发,17移动应用开发3,女,2017,1.87,0.035,4.0,1.905,2.0,2.343,18,13
176303326,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.565,0.05,4.0,1.615,2.7,2.309,19,20
176303316,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.066,0.03333,4.0,1.09933,4.0,2.259598,20,26
176303319,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,0.81,0.05,4.0,0.86,4.0,2.116,21,29
176303333,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.1,0.05,4.0,1.15,3.0,2.09,22,24
176303328,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.732,0.05,4.0,1.782,1.0,2.0692,23,15
176303312,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.634,0.03333,4.0,1.66733,1.0,2.000398,24,18
176303336,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.57,0.05,4.0,1.62,1.0,1.972,25,19
176303313,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.424,0.05,4.0,1.474,1.0,1.8844,26,22
176303320,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,0.79,0.05,4.0,0.84,2.3,1.764,27,30
176303329,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,1.1,0.05,4.0,1.15,1.0,1.69,28,24
176303331,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,0.75,0.04667,4.0,0.79667,2.0,1.678002,29,31
176303332,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,0.9365,0.05,4.0,0.9865,1.0,1.5919,30,27
176303322,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,0.854,0.04333,4.0,0.89733,1.0,1.538398,31,28
176303330,计算机工程学院,移动应用开发,17移动应用开发3,男,2017,0.54,0.01667,4.0,0.55667,1.0,1.334002,32,32
186307119,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.6786,0.065,4.0,3.7436,3.7,3.78616,1,1
186307118,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.5446,0.065,4.0,3.6096,4.0,3.76576,2,2
186307116,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.5357,0.065,4.0,3.6007,4.0,3.76042,3,3
186307117,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.4661,0.05,4.0,3.5161,4.0,3.70966,4,6
186307108,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.4804,0.065,4.0,3.5454,3.7,3.66724,5,5
186307120,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.5429,0.04,4.0,3.5829,3.3,3.60974,6,4
186307105,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.4304,0.06667,4.0,3.49707,3.0,3.498242,7,7
186307104,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.1089,0.05333,4.0,3.16223,4.0,3.497338,8,11
186307142,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,3.4,0.05867,4.0,3.45867,3.0,3.475202,9,8
186307121,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.0911,0.055,4.0,3.1461,3.7,3.42766,10,12
186307107,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.3036,0.05,4.0,3.3536,2.7,3.35216,11,9
186307115,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,2.9411,0.06,4.0,3.0011,3.7,3.34066,12,15
186307145,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.8589,0.05333,4.0,2.91223,3.7,3.287338,13,17
186307110,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.0089,0.06,4.0,3.0689,3.0,3.24134,14,13
186307109,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,2.7,0.055,4.0,2.755,3.7,3.193,15,21
186307131,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.9839,0.045,4.0,3.0289,2.3,3.07734,16,14
186307123,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.7732,0.05,4.0,2.8232,2.7,3.03392,17,18
186307106,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,3.15,0.052,4.0,3.202,1.5,3.0212,18,10
186307125,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.5929,0.047,4.0,2.6399,3.0,2.98394,19,25
186307114,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,2.7339,0.06,4.0,2.7939,2.3,2.93634,20,19
186307101,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,2.1964,0.0,4.0,2.1964,4.0,2.91784,21,37
186307132,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.7071,0.05,4.0,2.7571,2.3,2.91426,22,20
186307133,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.6607,0.07,4.0,2.7307,2.3,2.89842,23,23
186307135,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.3982,0.055,4.0,2.4532,3.0,2.87192,24,31
186307138,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.5143,0.035,4.0,2.5493,2.7,2.86958,25,27
186307111,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,2.8714,0.05,4.0,2.9214,1.5,2.85284,26,16
186307103,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,2.0143,,4.0,2.0143,4.0,2.80858,27,39
186307140,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.6018,0.045,4.0,2.6468,2.0,2.78808,28,24
186307129,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.2661,0.025,4.0,2.2911,3.0,2.77466,29,34
186307141,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.5411,0.045,4.0,2.5861,2.0,2.75166,30,26
186307144,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.7036,0.04667,4.0,2.75027,1.5,2.750162,31,22
186307128,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.5089,,4.0,2.5089,1.5,2.60534,32,28
186307139,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.3071,0.035,4.0,2.3421,2.0,2.60526,33,33
186307124,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.4089,0.05,4.0,2.4589,1.5,2.57534,34,29
186307122,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.4117,0.045,4.0,2.4567,1.5,2.57402,35,30
186307136,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.2,0.05,4.0,2.25,2.0,2.55,36,35
186307113,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,1.7893,,4.0,1.7893,3.3,2.53358,37,42
186307127,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.3393,0.05,4.0,2.3893,1.5,2.53358,37,32
186307102,计算机工程学院,动漫制作技术,18动漫制作技术1,女,2018,1.5125,,4.0,1.5125,3.7,2.4475,39,43
186307130,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.2482,0.0,4.0,2.2482,1.0,2.34892,40,36
186307126,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,2.1125,,4.0,2.1125,1.0,2.2675,41,38
186307134,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,1.8696,0.04333,4.0,1.91293,1.5,2.247758,42,40
186307137,计算机工程学院,动漫制作技术,18动漫制作技术1,男,2018,1.8607,0.05,4.0,1.9107,1.0,2.14642,43,41
186307202,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.575,0.05333,4.0,3.62833,4.0,3.776998,1,1
186307208,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.3911,0.05,4.0,3.4411,4.0,3.66466,2,3
186307209,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.2804,0.05,4.0,3.3304,4.0,3.59824,3,5
186307210,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.4536,0.065,4.0,3.5186,3.3,3.57116,4,2
186307221,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.1768,0.065,4.0,3.2418,4.0,3.54508,5,8
186307222,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.1625,0.05867,4.0,3.22117,4.0,3.532702,6,9
186307230,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,3.1232,0.06333,4.0,3.18653,4.0,3.511918,7,11
186307212,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.2893,0.05,4.0,3.3393,3.3,3.46358,8,4
186307246,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,3.0321,0.06,4.0,3.0921,4.0,3.45526,9,14
186307242,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,3.1321,0.05,4.0,3.1821,3.7,3.44926,10,12
186307216,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.1911,0.068,4.0,3.2591,3.3,3.41546,11,7
186307223,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.9554,0.065,4.0,3.0204,4.0,3.41224,12,17
186307239,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.9661,0.05,4.0,3.0161,4.0,3.40966,13,18
186307245,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.9232,0.06,4.0,2.9832,4.0,3.38992,14,21
186307218,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.0036,0.06533,4.0,3.06893,3.7,3.381358,15,16
186307211,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.2179,0.05,4.0,3.2679,3.0,3.36074,16,6
186307205,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.8929,0.03667,4.0,2.92957,4.0,3.357742,17,24
186307224,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.8607,0.04333,4.0,2.90403,4.0,3.342418,18,25
186307201,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.1411,0.08,4.0,3.2211,2.7,3.27266,19,10
186307207,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.9071,0.05,4.0,2.9571,3.3,3.23426,20,23
186307220,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.6839,0.06,4.0,2.7439,3.7,3.18634,21,33
186307204,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.0911,0.05,4.0,3.1411,2.3,3.14466,22,13
186307215,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.9518,0.05,4.0,3.0018,2.7,3.14108,23,19
186307219,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.7911,0.08,4.0,2.8711,3.0,3.12266,24,28
186307217,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,3.0196,0.06,4.0,3.0796,2.3,3.10776,25,15
186307244,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.7821,0.06,4.0,2.8421,3.0,3.10526,26,30
186307234,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.85,0.025,3.7,2.875,3.0,3.065,27,27
186307225,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.4875,0.01667,4.0,2.50417,3.7,3.042502,28,39
186307231,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.9018,0.06,4.0,2.9618,2.3,3.03708,29,22
186307238,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.9411,0.05,4.0,2.9911,2.0,2.99466,30,20
186307203,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.825,0.06,4.0,2.885,2.3,2.991,31,26
186307241,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.8054,0.05,4.0,2.8554,2.3,2.97324,32,29
186307206,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.5536,0.055,4.0,2.6086,3.0,2.96516,33,35
186307237,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.6964,0.05,4.0,2.7464,2.3,2.90784,34,31
186307227,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.6929,0.05333,4.0,2.74623,2.3,2.907738,35,32
186307240,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.6339,0.05,4.0,2.6839,2.3,2.87034,36,34
186307228,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.4607,0.062,4.0,2.5227,2.3,2.77362,37,37
166307139,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,1.8908,0.04667,4.0,1.93747,4.0,2.762482,38,42
186307213,计算机工程学院,动漫制作技术,18动漫制作技术2,女,2018,2.1357,,4.0,2.1357,3.3,2.74142,39,40
186307243,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.5143,0.05,4.0,2.5643,2.0,2.73858,40,36
186307232,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,2.5036,0.01667,4.0,2.52027,2.0,2.712162,41,38
186307233,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,1.9786,0.0,3.0,1.9786,2.3,2.24716,42,41
186307235,计算机工程学院,动漫制作技术,18动漫制作技术2,男,2018,1.6098,0.06,4.0,1.6698,2.0,2.20188,43,43
186302123,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,3.3545,0.045,4.0,3.3995,4.0,3.6397,1,1
186302140,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,3.2702,0.05333,4.0,3.32353,4.0,3.594118,2,2
186302124,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,3.2165,0.065,4.0,3.2815,4.0,3.5689,3,3
186302115,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.9355,0.055,4.0,2.9905,4.0,3.3943,4,5
186302111,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,2.9818,0.06,4.0,3.0418,3.0,3.22508,5,4
186302125,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.8612,0.035,4.0,2.8962,2.7,3.07772,6,7
186302106,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,2.905,0.06,4.0,2.965,2.0,2.979,7,6
186302134,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.8116,0.05,4.0,2.8616,2.3,2.97696,8,8
186302142,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.4298,0.06333,4.0,2.49313,3.3,2.955878,9,11
186302127,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.4355,0.06,4.0,2.4955,3.0,2.8973,10,10
186302107,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,2.4843,0.07,4.0,2.5543,2.7,2.87258,11,9
186302103,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,2.395,0.065,4.0,2.46,2.7,2.816,12,13
186302113,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.943,0.065,4.0,2.008,3.7,2.7448,13,20
186302116,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.095,0.05,4.0,2.145,2.7,2.627,14,17
186302114,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.4355,0.05,4.0,2.4855,1.5,2.5913,15,12
186302128,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.1355,0.07,4.0,2.2055,2.3,2.5833,16,15
186302131,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.1926,0.05,4.0,2.2426,2.0,2.54556,17,14
186302102,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,2.086,0.05,4.0,2.136,2.3,2.5416,18,18
186302104,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,1.8711,0.05,4.0,1.9211,2.7,2.49266,19,23
186302137,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.8264,0.065,3.7,1.8914,3.0,2.47484,20,25
186302101,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,1.8008,0.05,4.0,1.8508,2.7,2.45048,21,28
186302129,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.6331,0.06333,4.0,1.69643,3.0,2.417858,22,34
186302117,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,2.1107,0.055,4.0,2.1657,1.5,2.39942,23,16
186302109,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,2.0215,0.065,4.0,2.0865,1.5,2.3519,24,19
186302141,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.8397,0.05,4.0,1.8897,2.0,2.33382,25,26
186302108,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,1.9025,0.05,4.0,1.9525,1.5,2.2715,26,22
186302143,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.8198,0.035,3.7,1.8548,2.0,2.25288,27,27
186302120,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.7116,0.02,4.0,1.7316,2.0,2.23896,28,32
186302133,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.5479,0.05,4.0,1.5979,2.3,2.21874,29,35
186302122,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.6669,0.03,4.0,1.6969,2.0,2.21814,30,33
186302112,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.9653,,4.0,1.9653,1.0,2.17918,31,21
186302139,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.8777,0.025,4.0,1.9027,1.0,2.14162,32,24
186302144,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.719,0.035,3.7,1.754,1.5,2.0924,33,30
186302105,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,1.7529,0.05,4.0,1.8029,1.0,2.08174,34,29
186302110,计算机工程学院,计算机网络技术,18计算机网络技术1,女,2018,1.3835,0.05,4.0,1.4335,2.0,2.0601,35,36
186302136,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.0248,0.05,4.0,1.0748,3.0,2.04488,36,39
186302132,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.6884,0.05,4.0,1.7384,1.0,2.04304,37,31
186302138,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.2281,0.025,4.0,1.2531,1.5,1.85186,38,37
186302119,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,1.1826,0.0,4.0,1.1826,1.0,1.70956,39,38
186302118,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,0.595,0.05,4.0,0.645,1.0,1.387,40,40
186302130,计算机工程学院,计算机网络技术,18计算机网络技术1,男,2018,0.3388,0.0,4.0,0.3388,1.0,1.20328,41,41
186302233,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,3.5157,0.07,4.0,3.5857,4.0,3.75142,1,1
186302204,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.2355,0.08,4.0,3.3155,4.0,3.5893,2,2
186302212,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.1322,0.06,4.0,3.1922,3.0,3.31532,3,4
186302208,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.0298,0.05,4.0,3.0798,3.3,3.30788,4,8
186302205,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.2066,0.05,4.0,3.2566,2.7,3.29396,5,3
186302227,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.8587,0.05,4.0,2.9087,3.7,3.28522,6,13
186302206,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,2.7025,0.05,4.0,2.7525,4.0,3.2515,7,19
186302228,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.8983,0.06,4.0,2.9583,3.3,3.23498,8,11
186302203,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,2.8264,0.06,4.0,2.8864,3.3,3.19184,9,14
186302209,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.0083,0.05,4.0,3.0583,2.7,3.17498,10,9
186302202,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.0479,0.055,4.0,3.1029,2.3,3.12174,11,7
186302223,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.9967,0.05,4.0,3.0467,2.3,3.08802,12,10
186302207,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.0678,0.05,4.0,3.1178,2.0,3.07068,13,6
186302243,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.8661,0.05333,4.0,2.91943,2.0,2.951658,14,12
186302230,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.181,0.07,4.0,2.251,4.0,2.9506,15,31
186302210,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,2.6174,0.06,4.0,2.6774,2.7,2.94644,16,20
186302242,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.7116,0.062,4.0,2.7736,2.3,2.92416,17,16
186302234,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.7066,0.05333,4.0,2.75993,2.3,2.915958,18,18
186302238,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.7752,0.06,4.0,2.8352,2.0,2.90112,19,15
186302231,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.5463,0.05333,4.0,2.59963,2.7,2.899778,20,22
186302226,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.7231,0.05,4.0,2.7731,2.0,2.86386,21,17
186302222,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.4207,0.05,4.0,2.4707,2.7,2.82242,22,25
186302201,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,3.0661,0.06,2.0,3.1261,2.7,2.81566,23,5
186302229,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.3579,0.05333,4.0,2.41123,2.7,2.786738,24,26
186302232,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.3455,0.06333,4.0,2.40883,2.7,2.785298,25,27
186302211,计算机工程学院,计算机网络技术,18计算机网络技术2,女,2018,2.4397,0.06,4.0,2.4997,2.3,2.75982,26,24
186302220,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.4669,0.06,4.0,2.5269,2.0,2.71614,27,23
186302244,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.5967,0.05333,4.0,2.65003,1.5,2.690018,28,21
186302237,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.0372,0.05,4.0,2.0872,3.0,2.65232,29,34
186302240,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.3231,0.05,4.0,2.3731,2.0,2.62386,30,28
186302236,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.2025,0.05,4.0,2.2525,2.3,2.6115,31,30
186302225,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.2942,0.05,4.0,2.3442,2.0,2.60652,32,29
186302214,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,1.6983,0.05,4.0,1.7483,3.7,2.58898,33,43
186302239,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,2.1314,0.05,4.0,2.1814,2.0,2.50884,34,33
186302221,计算机工程学院,计算机网络技术,18计算机网络技术2,男,2018,1.7504,0.05,4.0,1.8004,3.0,2.48024,35,40
