city,local,total_price,unit_price,layout,area,floor,time,title
南京,栖霞,159,20451,2室1厅,77.75,27,2021-03-08,精装修20万 目前装修半年  自住 看房速速联系我 哦
上海,徐汇,439,95622,2室1厅,45.91,6,2021-03-20,南北两房，高楼层，采光充足，售后公房，税费少
北京,丰台,405,62260,3室1厅,65.05,6,2021-03-17,此房满五年，南北向采光充足，业主诚意出售
北京,海淀,630,91239,2室1厅,69.05,14,2021-03-13,车道沟社区 带客厅大两居 看房方便 随时签约
北京,东城,555,92950,2室1厅,59.71,6,2021-02-03,东城区 西香河园 满5年 双南带客厅
南京,玄武,280,74310,1室1厅,37.68,7,2020-12-17,丹凤街，四牌楼，珠江路，东南大学
上海,闵行,450,77748,1室1厅,57.88,11,2021-03-10,诚意急售！税费少！满五！租金7.5千！出门韩国街!
苏州,吴中,335,29558,3室2厅,113.34,31,2021-02-23,新上房源  业主诚心出售，精装自住
成都,武侯,240,32146,3室1厅,74.66,33,2021-02-18,万科金色海蓉二期 套三双卫 户型方正
成都,青羊,145,16623,2室2厅,87.23,21,2021-03-07,地铁口精装套二 带生活入户花园 满五唯一 不临街安静
北京,石景山,599,65123,2室1厅,91.98,27,2021-04-03,诗景长安2012年商品房站在阳台看公园
成都,高新,117.2,16625,2室1厅,70.5,15,2021-01-21,一环边电梯套二，满五年、装修好
上海,浦东,528,61885,2室2厅,85.32,11,2021-02-24,⭐⭐⭐⭐⭐2013年小区，一手动迁税少，到价签字，诚售
北京,顺义,234,31734,2室1厅,73.74,6,2020-06-12,南竺园精装，精装，精装好房，；楼层好，采光充足
北京,大兴,319,38597,2室1厅,82.65,15,2020-12-30,13层满2年，靠近8号线瀛海站，价格能谈，价格能谈！
南京,江宁,275,25393,3室2厅,108.3,5,2020-12-19,有车位 两房朝南户型 带入户花园 房主诚心卖
南京,雨花台,272,50065,2室1厅,54.33,6,2020-12-15,康盛花园低总价两房   中间楼层  诚售
苏州,高新,191.8,17113,3室1厅,112.08,18,2020-08-27,南北双阳台，精装修，看房方便，诚心出售，满五年
南京,浦口,210,26779,2室2厅,78.42,9,2021-02-24,次顶楼 两房朝南 采光好 业主诚售
成都,温江,239,11840,4室2厅,201.86,31,2020-09-12,带车位出售 合能三期 清水套五 便于装修 预约看房
北京,丰台,450,68069,1室1厅,66.11,15,2021-03-21,中景理想家，正规南向一居室，集中供暖
北京,西城,1908,127455,3室2厅,149.7,14,2021-03-11,凯迪尚府 3室2厅 南 北
南京,秦淮,285,40357,3室1厅,70.62,5,2021-04-03,二十八所南 婚房装修  中间楼层 户型方正
北京,亦庄开发区,330,53192,1室1厅,62.04,12,2021-03-26,亦庄泰河园一里一区电梯一居，满两年
北京,朝阳,555,94824,1室1厅,58.53,26,2021-03-29,芍药居北里2008年新楼，带小区花园，采光视野好
上海,徐汇,330,85626,2室0厅,38.54,5,2020-11-29,内环内低总价小两房，交通线覆盖，配套齐全，业主诚售
北京,通州,660,49152,3室2厅,134.28,11,2021-03-14,南北通透三居室 商品房  中间层 采光没遮挡
北京,通州,255,25808,2室1厅,98.81,11,2021-03-04,中间楼层，全南朝向，采光充足，二次装修，保持的很好
北京,石景山,462,50842,2室1厅,90.87,17,2021-03-29,金顶阳光 满五唯一 南北通透 中高层 采光好
成都,锦江,280,21335,3室1厅,131.24,24,2020-11-15,卓锦城三期 套三双卫 精装修 对中庭 不临街
成都,双流,128,16425,2室1厅,77.93,23,2020-12-17,圣菲大套二 诚心出售  好看房
南京,秦淮,220,36588,2室1厅,60.13,6,2020-06-11,省中医院旁 楼层低  户型好 南北朝向 上海路地铁
苏州,相城,276.8,30120,3室2厅,91.9,27,2021-02-28,地铁口 学府旁 精装优质 好房 楼层佳  3开间朝南
上海,普陀,418,71576,1室1厅,58.4,28,2020-12-28,『满5年唯1』『增值税、个税免征』『精致电梯1房』
上海,浦东,275,90105,1室1厅,30.52,5,2021-03-10,精装修，总价低，采光好，适宜居住。朝南大主卧
成都,武侯,319,23163,3室1厅,137.72,18,2021-03-22,三房朝南，拉通式大阳台，全明格局安静不临街
南京,玄武,210,38839,2室1厅,54.07,5,2021-03-31,孝陵卫商圈  1楼有院子 双卧朝南      不临街 近地铁
苏州,昆山,340,37905,3室2厅,89.7,6,2021-03-31,时代文化家园 3室2厅 南
北京,顺义,321,35163,2室2厅,91.29,6,2021-02-08,前进花园石门苑 南北通透两居室 满五年唯一
上海,普陀,175,51441,1室1厅,34.02,5,2020-08-20,近地铁3/4号线中潭路站，交通方便，低楼层，适合自住
北京,朝阳,720,73552,2室1厅,97.89,12,2021-02-27,乐成豪丽 精装两居室 满五唯一 随时可看
北京,朝阳,395,55385,2室1厅,71.32,6,2021-03-13,驼房营南里 粮库院 商五唯一 优质户型 南向两居室
苏州,工业园区,425,44033,2室2厅,96.52,25,2021-03-27,小区前排，采光无影响，装修保养好，看房方便
北京,大兴,303,33224,2室1厅,91.2,8,2021-03-17,南中轴旁花谷小镇，金色漫香郡小区
苏州,相城,215,27565,2室1厅,78,26,2021-04-02,4号线旁，水韵花都，前排湖景，精装满两年，诚心卖
北京,丰台,518,48993,2室1厅,105.73,28,2020-11-25,长安新城一区东南向两居，看房方便随时签约
北京,石景山,375,51007,2室1厅,73.52,12,2020-09-17,久筑物业  南北向客厅带窗 无遮挡 中间楼层 有车位
北京,朝阳,316,70741,1室1厅,44.67,14,2020-09-21,和平街十五区1号院大一居室 带客厅 看房方便
上海,浦东,338,38811,2室2厅,87.09,16,2021-03-17,a 惠南优质小区 洋房小区 电梯房 环境优美
北京,西城,698,72588,1室1厅,96.16,24,2019-10-18,西二环 立恒名苑， 单价低 商品房 楼龄新
南京,江宁,233,29505,2室1厅,78.97,32,2020-12-21,房子清爽，保养得很好，品牌家电，低价出售
成都,成华,204,22305,3室1厅,91.46,33,2021-03-17,玛塞城精装套三房子，采光好，房东诚心出售
北京,朝阳,595,89126,2室1厅,66.76,14,2021-03-21,芍药居北里，正规2居室，有电梯，房子格局方正
南京,鼓楼,430,72330,2室1厅,59.45,28,2020-05-15,房龄新 带电梯 采光好 没有遮挡
北京,丰台,750,78403,2室2厅,95.66,5,2021-03-30,花园洋房 低密度社区 南北通透 明厨明卫 双阳台
南京,秦淮,358,61895,2室1厅,57.84,27,2021-03-30,五老村街道 商品房 带电梯有物业 交通便利
北京,昌平,182,61842,1室0厅,29.43,18,2021-03-24,六区满五唯一的开间，精装修，看房方便，可以拎包入住
北京,朝阳,399,68604,2室1厅,58.16,6,2021-03-14,安慧里五区  满五唯一精装修板楼两居室
南京,玄武,228,66415,1室1厅,34.33,8,2021-03-25,杨将军巷 1室1厅 西
北京,海淀,495,96492,1室1厅,51.3,16,2021-03-25,定慧西里 精装电梯一居 满五唯一 不临街 采光好
成都,成华,98,17032,2室1厅,57.54,34,2021-03-01,理工大刚需小套二，单价便宜首付压力小
上海,松江,550,51882,3室2厅,106.01,5,2021-01-25,奥园南北通106平经典三房户型 位置安静 采光好 满五年
苏州,相城,740,36816,3室1厅,201,6,2020-03-28,业主诚心出售，别墅洋房低密度，改善楼盘
苏州,相城,76,15834,1室1厅,48,20,2021-03-13,发现岛精装公寓 诚心出售税费低 价格可谈
成都,龙泉驿,150,17091,3室1厅,87.77,34,2021-03-07,中铁精装修套三单卫，位置好，保养好
南京,鼓楼,277,33398,3室1厅,82.94,10,2020-11-08,云谷山庄 3室1厅 南 北
苏州,相城,264.7,26792,3室2厅,98.8,24,2021-03-06,此房满五年，税费低，自住装修保养好
成都,成华,81.5,14922,1室1厅,54.62,33,2021-03-08,精装修地铁套一拎包入住交通方便中间楼层视野好无遮挡
南京,建邺,202,35495,2室1厅,56.91,6,2021-03-20,双南户型两房采光无遮挡满五唯一 业主诚心卖房
苏州,昆山,167.5,16634,3室2厅,100.7,16,2020-12-15,大德世家小三房满五年唯一税费少看房随时
北京,朝阳,450,64286,3室1厅,70,6,2021-03-18,板楼2层  南北通透三居室  满五年唯一
南京,秦淮,418,32992,4室2厅,126.7,7,2021-03-21,三开间朝南 东边户 阳光房 大露台
成都,青羊,400,30989,3室2厅,129.08,32,2021-03-30,大套三双卫，对中庭，安静，适合一家人居住！
南京,浦口,316,26551,3室2厅,119.02,11,2020-10-07,融侨观邸 万科物业 满两年 大三房双卫 东边户
苏州,吴中,302,22378,3室1厅,134.96,6,2021-03-03,此房是威尼斯的叠加别墅，户型通透，精装修，保养很好
南京,江宁,350,27967,3室2厅,125.15,5,2020-10-18,南北通透 中间楼层 楼栋位置好 看房方便
上海,长宁,750,95761,2室1厅,78.32,24,2021-03-11,毗徐家汇+交大地铁口+双南全明+满五+邻公园
北京,海淀,950,64931,3室2厅,146.31,12,2020-12-09,熙湖 2008年商品房 南北通透 诚心出售
北京,海淀,665,109918,2室1厅,60.5,6,2021-04-01,水文大院，东西通透2居！精装修！满5年唯一！诚心出售
上海,宝山,335,44448,2室2厅,75.37,14,2020-07-20,南北通户型，楼层高，采光好，一手动迁，税费少
成都,龙泉驿,109,10090,3室2厅,108.03,6,2021-03-19,怡和新城C区 3室2厅 南
南京,秦淮,192,26656,3室2厅,72.03,7,2020-11-18,集庆路 精装三房 诚心出售 南北通透 单价低
南京,玄武,230,27460,3室1厅,83.76,6,2021-03-04,精装修可拎包入住，看房方便，业主诚心出售
南京,鼓楼,580,49145,3室2厅,118.02,6,2020-07-17,中间楼层 龙江改善必看 含产权车位和地下室
上海,徐汇,530,79354,2室1厅,66.79,18,2021-03-28,售后公房，满五wei一，两房朝正南，看房方便
南京,栖霞,300,36965,2室2厅,81.16,33,2021-03-16,30万精装大金空调全屋定制，景观楼层楼下产权车位
南京,秦淮,296,58452,1室1厅,50.64,31,2021-03-04,慧园街 钟英 洪武路 三山街张府园夫子庙 房龄新采光好
南京,江宁,180,27448,2室1厅,65.58,6,2021-03-22,满二年。精装修自住，采光好，楼层好。房东诚心出售
苏州,昆山,136,24399,1室2厅,55.74,28,2021-03-31,上海裕花园，经典小户型，中上楼层，精装全配拎包入住
苏州,姑苏,294.8,22677,4室2厅,130,5,2021-02-02,苏锦顶复，商品房阳光房 大自行车库 带租车位 精装修
南京,栖霞,320,36261,3室2厅,88.25,18,2021-03-25,万科物业 品质高 一期标准 方正户型 诚心出售
苏州,昆山,164,18427,3室2厅,89,30,2021-01-17,楼层好，视野好宽阔，采光充足，配套实施齐全
北京,朝阳,1320,88997,3室1厅,148.32,26,2021-03-17,奥森旁 近地铁 2008年优质新小区，环境优美，精装三居
上海,普陀,656,89252,3室2厅,73.5,7,2021-03-31,地铁口小区 出小区150米到13号线地铁口 满五年税费少
上海,闵行,338,58186,2室1厅,58.09,6,2021-02-06,双南两房双阳台    通风采光好， 售后公房税费少
南京,鼓楼,560,83670,2室1厅,66.93,6,2021-02-06,满五年唯一 节省税费 低楼层采光不遮挡 南北通透
上海,宝山,410,47008,3室2厅,87.22,6,2021-01-11,一楼带花园，三开间朝南，近地铁，有阳光房
上海,普陀,800,68242,3室2厅,117.23,7,2021-03-24,满五没有个税，楼层好，采光好，业主诚心出售随时看房
上海,静安,216,72532,1室0厅,29.78,6,2021-01-21,朝南一室户，近地铁，可自住可出租
苏州,吴中,269,27842,3室2厅,96.62,18,2021-01-11,业主诚意出售，纯自住，保养新，楼层好，采光亮
南京,浦口,208,24878,2室2厅,83.61,34,2020-10-07,精装修两房 户型方正 弘阳物业 品质小区
苏州,相城,152,12731,3室2厅,119.4,12,2021-03-07,果园新村 3室2厅 南
南京,建邺,293,32705,3室1厅,89.59,34,2021-03-21,清荷园北园 精装修3房 好楼层好位置 有租赁车位
成都,郫都,115,13064,2室1厅,88.03,18,2021-04-03,派克公馆 2室1厅 北
苏州,姑苏,155,25410,2室1厅,61,6,2021-03-10,此房满五年，两个朝南房间，二家合用车库，位置安静
南京,秦淮,392,54979,3室1厅,71.3,28,2020-12-23,洪武路高层 满五唯一，南北通透，五明户型
北京,朝阳,359,62829,1室1厅,57.14,28,2021-03-06,【卧室朝南+客厅朝东】【诚意出售】【无抵押】
北京,海淀,690,114239,3室1厅,60.4,6,2021-03-17,彩电宿舍全明南北三局诚心出售 中楼层
成都,青羊,168,20144,3室2厅,83.4,7,2021-03-22,户型通透 中间楼层 业主诚心出售
上海,长宁,600,70498,2室1厅,85.11,6,2021-03-23,满五年售后公房，税少，中间楼层，不靠马路，户型正气
苏州,昆山,125,14535,2室2厅,86,31,2021-03-23,世茂蝶湖湾 2室2厅 南
南京,雨花台,298,44948,2室1厅,66.3,6,2021-03-24,宁南地铁口低总价两房 高得房率多层住宅 教育资源丰富
南京,浦口,230,25843,3室2厅,89,11,2020-03-28,老山景观 小高层 毛坯三房  满两年 急售
成都,武侯,125,14192,3室1厅,88.08,16,2021-03-26,带家具家电出售，2018年全新装修，可直接入住
成都,成华,127,18810,2室1厅,67.52,21,2021-03-13,此房为标准套二带客厅阳台 户型方正 无浪费面积
北京,门头沟,276,31986,2室1厅,86.29,6,2021-03-09,冯村信园两居南北通透满五年唯一住宅
南京,雨花台,410,41427,3室1厅,98.97,17,2021-03-30,绿岛华庭 3室1厅 南
苏州,姑苏,283,42366,3室1厅,66.8,6,2021-02-28,养蚕里 平直振华 采光无遮挡 近4号线地铁 诚售
北京,通州,465,44613,2室1厅,104.23,32,2021-03-07,房子南北向格局，户型合理，采光好，视野开阔
苏州,姑苏,204,22937,3室2厅,88.94,39,2020-10-10,满五唯一，视野宽阔，精装三房，地下车位另议，诚售
南京,江宁,327,31404,3室2厅,104.13,16,2021-03-31,百家湖湖景 满五唯一 万科物业 带地暖婚房装修
北京,丰台,260,52526,2室1厅,49.5,5,2021-03-14,全南向正规两居室 不临街满五唯一 中间楼层精装修
上海,浦东,355,62139,2室1厅,57.13,6,2021-01-24,精装修双南两居室，户型方正，业主诚意出售
南京,浦口,310,25200,3室2厅,123.02,6,2020-12-26,满五年唯一精装修 大三房 40万精装 电梯多层 南北通透
南京,浦口,320,26495,3室2厅,120.78,18,2020-12-22,银城物业 满五年唯一  全明边户 中高楼层  地铁口
苏州,相城,210,23588,3室2厅,89.03,27,2020-11-05,橡树湾通透三居，小区前排，视野楼层，业主置换出售
成都,崇州,54.8,6850,2室2厅,80,18,2021-03-18,崇州羊马新城 西蜀御景 清水套二 中间楼层 诚心出售
南京,江宁,252,27443,2室1厅,91.83,18,2020-11-29,水月秦淮南北通透户型，河景房，采光不挡
北京,海淀,946,86965,3室1厅,108.78,6,2021-02-27,满两年商品房 带电梯  精装修  看房方便  业主诚售
北京,朝阳,430,72184,2室1厅,59.57,5,2021-03-28,静安庄一区 带正规客厅 满五年唯一 楼层低 通透
南京,建邺,755,68086,2室1厅,110.89,18,2021-02-19,中间楼栋，好楼层，不临街，保养好，采光无遮挡
南京,浦口,208,23267,3室2厅,89.4,18,2021-03-22,新上天润城地铁口精装三房，拎包入住
上海,松江,318,35224,2室1厅,90.28,23,2021-02-22,满五年，楼层好，电梯房，河景房
苏州,昆山,165,19728,2室2厅,83.64,35,2021-03-28,绿地滨江雅苑 2室2厅 南
苏州,工业园区,370,42113,2室2厅,87.86,33,2019-08-10,精装两房-中海爱丁堡-奥体板块-满五采光好-有车位
成都,锦江,165,22202,3室2厅,74.32,34,2021-03-31,锦江城市花园三期 3室2厅 东南
成都,新都,84,10748,2室2厅,78.16,34,2021-03-20,新上 装修套二 满五年 中间楼层 业主诚心卖
上海,虹口,470,60968,2室1厅,77.09,20,2021-03-21,一梯队广灵路+全明+3号线大柏树+电梯
北京,朝阳,295,42668,2室1厅,69.14,28,2019-09-18,金隅丽景园南向两居  高楼层  视野好
上海,静安,495,81616,2室1厅,60.65,7,2021-02-22,内环内，近地铁，双南两房，采光好
苏州,工业园区,679,38858,3室2厅,174.74,18,2019-02-20,客厅开间5.3米大三房，东边户，中间楼层，保养好
南京,秦淮,306,62860,1室1厅,48.68,37,2021-02-24,复式4.8米挑高新街口火瓦巷社区精装修地铁口
苏州,昆山,168,17986,3室2厅,93.41,33,2021-02-21,可逸兰亭 3室2厅 南
南京,雨花台,290,33639,2室1厅,86.21,18,2021-03-27,善水湾花园 精装修 中间楼层 采光好 绿城物业
上海,闵行,475,72321,2室1厅,65.68,6,2021-03-14,地铁300米，景观楼层，满五年，精装修拎包入住
南京,江宁,288,28333,3室1厅,101.65,11,2021-02-24,此房满五年 免缴增值税 楼层好 采光视野无遮挡
北京,昌平,379,42144,2室1厅,89.93,9,2021-04-01,随园2009年电梯房，精装修，有租赁车位，二层以做好
苏州,昆山,166,19081,3室2厅,87,41,2021-02-24,万科纯边套，满二年低楼层，无户口可迁入
成都,武侯,166,20314,2室1厅,81.72,18,2021-01-12,居家装修拎包入住，户型巴适，满五年
上海,宝山,625,66810,3室2厅,93.55,32,2021-02-26,前排景观房 精装修 视野佳 南北通透 7号线15号线双轨
北京,朝阳,1129,44280,4室4厅,254.97,11,2020-06-20,华发颐园 下跃复式 空间大 交通便利
上海,松江,220,53790,1室1厅,40.9,13,2021-03-13,近地铁 总价低 诚意出售 方便看房
南京,浦口,120,17789,2室2厅,67.46,6,2021-03-23,新上房源，居家装修，满五年唯一，无增值税个税
上海,黄浦,410,119291,1室1厅,34.37,16,2021-03-27,茂名南路巨鹿路小户型电梯房房型正气单价便宜
南京,鼓楼,515,81128,2室1厅,63.48,7,2020-12-19,蓝天园 两房朝南 总价低 环境好 地铁四号线
苏州,高新,187,21014,3室2厅,88.99,11,2021-04-02,文昌花园小三房，精装自住，保养好，房东急售！
上海,徐汇,1420,99017,3室1厅,143.41,28,2021-03-18,"吴兴路建国西路中高区楼层东边套，采光好满五,诚售"
成都,高新西,110,12057,3室1厅,91.24,26,2021-03-16,房子满五年中高楼层，视野无遮挡
南京,秦淮,346,51466,1室1厅,67.23,25,2021-03-30,钟英火瓦巷，交通出行便利，夫子庙景区
北京,丰台,545,61243,2室1厅,88.99,15,2021-03-22,四方景园三区 西南两居 户型方正 看房随时 诚意出售
上海,闵行,505,69397,2室1厅,72.77,6,2021-03-07,满5年，双南两房，出门交通方便
上海,浦东,360,38128,3室1厅,94.42,6,2021-03-30,自住精装 满五年 诚意出售 交通便利
苏州,姑苏,255,22149,3室1厅,115.13,33,2020-12-07,万科金色里程 品质物业，通风良好，诚心急售
北京,朝阳,728,108157,2室1厅,67.31,5,2020-06-27,房子户型方正，无浪费面积，南北带阳台
南京,鼓楼,655,86755,3室1厅,75.5,7,2019-09-20,有小区 有物业 产权清晰 一南双北 满2年 南北通透
成都,成华,43.1,11301,1室1厅,38.14,7,2020-11-11,一环内侧 玉双路双地铁口 非顶楼总价低 带装修套一
成都,金牛,135,14946,3室1厅,90.33,18,2021-01-11,户型方正，视野开阔，采光好，对中庭
成都,成华,93,19575,1室1厅,47.51,39,2020-11-19,一环内 嘉通云尚 标准套一 朝南户型好
南京,鼓楼,170,45847,1室1厅,37.08,31,2021-03-06,证大大拇指广场  滨江风景 小区环境好 生活配套齐全
上海,浦东,1320,76767,3室2厅,171.95,8,2021-02-04,商品房大平层+电梯高区采光好+满五
成都,成华,132,17502,2室1厅,75.42,20,2021-03-21,金科一城 2室1厅 北
苏州,吴中,208,23559,3室2厅,88.29,26,2021-04-03,次新房，中上楼层，采光刺眼，视野开阔，刚需三房
上海,浦东,269,58644,1室1厅,45.87,6,2021-03-13,此房满五年，税费少，婚房精装修，采光好
成都,武侯,86,10294,2室2厅,83.55,7,2020-07-01,内双楠标准套二，一楼带花园，不临街
苏州,昆山,167,17203,2室2厅,97.08,24,2020-11-16,珠   江   御   景   花    园
苏州,工业园区,588,36279,4室3厅,162.08,6,2021-02-27,精装修名片小区，两层复式大四房，含30平阁楼面积
北京,丰台,685,64678,2室1厅,105.91,10,2018-11-25,满五年唯一，全明格局，南北通透，有钥匙随时看房
成都,都江堰,58,6825,2室2厅,84.99,11,2020-11-17,震后电梯大套二，紧靠人民医院，房东诚售
上海,浦东,415,74574,2室1厅,55.65,6,2021-04-02,房子南北通，采光充足，小区中间位置，楼层优良
上海,普陀,450,47259,3室1厅,95.22,6,2021-01-10,桃浦品质小区 优质3房，采光好 ，有大花园
北京,朝阳,298,69970,1室1厅,42.59,18,2021-03-17,八里庄南里  南向一居室  有电梯 中间楼层 采光好
北京,朝阳,426,60615,3室1厅,70.28,18,2021-03-26,双龙南里干部楼商品房满五唯一中间楼层
北京,朝阳,1010,92848,2室1厅,108.78,16,2021-03-22,慧谷阳光 南北通透 经典两居 随时签约
上海,杨浦,1400,103002,3室2厅,135.92,12,2021-03-14,力荐新出大三房 南北2卫户型  链家店长推荐房源
南京,浦口,149,17266,2室1厅,86.3,32,2020-11-29,此房不满二，但总价低廉，三开间朝南，户型比较好，
北京,大兴,680,64762,3室1厅,105,11,2021-03-20,北京城建海梓府，南北通透，中间楼层
北京,大兴,210,32752,1室1厅,64.12,18,2021-03-07,天宫院小区南北一居室自住精装修
南京,浦口,190,22649,2室1厅,83.89,11,2021-04-03,盛景华庭北苑 刚需2房 高楼层 大润发 地铁10号线
成都,新都,136,12798,4室2厅,106.27,18,2020-12-17,套四带阁楼 满五 ，带一个入户门厅实得面积大
南京,浦口,236,26517,3室2厅,89,11,2020-12-22,此房户型方正 楼层好 视野开阔 采光充足
苏州,工业园区,137,29112,1室1厅,47.06,4,2021-03-17,莲花五区一居 位置JUE佳 诚意出售
上海,闵行,315,48944,2室1厅,64.36,6,2021-03-29,近地铁，业主诚心卖，双南两房，采光好，位置佳
成都,青羊,155,22283,1室1厅,69.56,20,2021-03-15,此房交通便利，中间楼层，视野宽阔，采光好，保养好
成都,青白江,61,7944,2室1厅,76.79,24,2021-03-28,清水大套二，满五无高税，业主诚信售卖
南京,浦口,180,20455,3室1厅,88,28,2021-03-20,适合刚需，总价不高，配套齐全，环境优雅，楼层好
南京,玄武,182,28000,2室1厅,65,18,2021-03-06,紫金墨香苑  楼层好   采光佳  业主诚售  看房方便
苏州,吴中,226,17162,3室2厅,131.69,32,2021-03-31,雀梅花园 满2年税少 诚意出售统一装修!
上海,长宁,380,78937,2室1厅,48.14,6,2021-03-24,满五年南北，低总价中楼层，边套全明户型
上海,静安,290,57712,2室0厅,50.25,6,2021-03-17,静安区，中楼层，满五，全明户型，精装修+
苏州,工业园区,930,67617,3室2厅,137.54,15,2020-12-31,双湖湾经典三房，开发商统一装修，满二
南京,溧水,89,10215,2室1厅,87.13,11,2020-11-02,此房产证满两年，视野开阔，采光无遮挡
北京,朝阳,264,44445,2室1厅,59.4,6,2020-08-01,南北通透2居，全明格局，满五唯一
北京,昌平,485,32175,3室2厅,150.74,13,2021-03-31,电梯板楼通透大3居 商品房双阳台 精装修一梯两户
上海,普陀,780,82436,2室2厅,94.62,6,2021-01-16,南北通中区两房，jin园坐落在旁，满五年无个税，诚售
北京,通州,316,34929,2室1厅,90.47,22,2020-07-15,大方居 西向两居视野开阔 随时看房 诚意出售 可签约
上海,浦东,1050,88369,3室2厅,118.82,18,2020-10-26,高区精装景观房，观赏露台，电梯大三房
南京,江宁,166,27727,2室1厅,59.87,11,2021-03-31,高尔夫国际花园 2室1厅 北
成都,郫都,81,12159,3室1厅,66.62,34,2021-02-18,采光好  精装   交易   方便
南京,浦口,345,24762,3室2厅,139.33,18,2021-03-13,长江隧道口 改善3房 满5年 楼层佳 采光好
成都,天府新区,298,25255,3室2厅,118,32,2021-03-11,麓山国际套三改套四   户型方正
成都,双流,158,16013,3室1厅,98.67,13,2021-03-25,地铁口 户型方正 开发商清水房 对小区中庭
成都,高新,310,32770,2室2厅,94.6,22,2021-03-26,满五年，无按揭  客厅正带阳台，标准套二双卫户型
成都,高新,248,18170,3室1厅,136.49,15,2020-06-11,房东诚信出售 该小区交通方便 价格还可以谈
成都,成华,128,17744,2室2厅,72.14,24,2021-02-28,上霖东方  居家套二  带阳台 东南向
南京,雨花台,109,16881,2室1厅,64.57,18,2020-12-27,绿洲南苑(雨花台) 2室1厅 南
成都,青羊,295,31721,3室1厅,93,26,2021-03-22,朗基龙堂，住家套三，诚心出售，
成都,龙泉驿,110,13466,2室1厅,81.69,33,2021-03-26,御嶺春天精装套二，高楼层，视野开阔采光好
成都,龙泉驿,137,14837,2室2厅,92.34,6,2020-04-12,大湖区精装大套二 ，户型通透，对小区中庭
苏州,吴中,229,29180,2室1厅,78.48,33,2021-03-18,新上独墅湖南 阳光天地 湖景两房 尹山湖地铁口
上海,浦东,255,37829,2室2厅,67.41,18,2021-03-20,鹤沙优选：动迁满五年，税费少，采光好，视野宽阔
苏州,昆山,147,15313,3室1厅,96,32,2021-02-27,96平带独立走廊户型，精装修楼层好。价位适中诚心出售
苏州,工业园区,329,38159,2室1厅,86.22,5,2020-04-08,新城花园精装两房，有钥匙全天采光诚意出售
成都,锦江,99,16636,2室1厅,59.51,34,2021-03-24,锦江区精装套二！13和30号线双地铁！楼龄新环境好！
成都,龙泉驿,144,15568,3室2厅,92.5,34,2021-03-13,雄飞生活广场 3室2厅 南
成都,成华,196,22483,3室1厅,87.18,32,2021-03-13,一环边，双地铁钱隆天下，标准套三
上海,宝山,418,64817,2室1厅,64.49,6,2021-03-25,全明户型 非顶楼 满五普宅税费少 位置安静 诚心出售！
南京,栖霞,310,35112,3室1厅,88.29,17,2019-08-18,满两年 中高楼层 精装修 诚心出售
南京,栖霞,410,44087,3室2厅,93,11,2021-03-22,楼层好  看房方便 配套成熟 近地铁
上海,嘉定,360,53636,2室1厅,67.12,29,2021-03-19,"次新小区，小两房，近地铁，业主诚意出售,到价能签！"
北京,通州,468,50258,2室2厅,93.12,6,2020-08-24,南北通透，全明格局，采光视野好，适宜居住
北京,西城,625,115102,2室1厅,54.3,6,2021-03-26,文兴街2号院  低层 精装修两居室
南京,浦口,197,22751,3室2厅,86.59,11,2021-03-11,南北通透 户型方正 精装三房 品牌万科物业  天然氧吧
苏州,高新,190,24406,2室2厅,77.85,18,2020-11-23,旭辉华庭 满五唯一 精装自住 中上楼层 配套齐全
成都,成华,188,24724,3室2厅,76.04,18,2021-03-13,朗诗绿色街区小套三全朝南，户型方正，采光视野很好
苏州,姑苏,415,29054,4室2厅,142.84,27,2020-08-31,中海胥江府装修好，采光好，价格美丽
北京,大兴,308,46136,2室1厅,66.76,7,2021-03-29,绿林苑 2室1厅 南 北 东
南京,玄武,298,27652,3室1厅,107.77,17,2021-03-07,南北通透 环境优雅  生活方便  业主诚售
北京,朝阳,720,83995,2室1厅,85.72,27,2021-03-13,北京城建世华泊郡 精装修全南两居室 随时签约
苏州,工业园区,665,47500,3室2厅,140,24,2020-06-14,满五年不唯一湖景高层有车位采光好诚心卖
成都,天府新区,265,24235,3室2厅,109.35,32,2021-03-12,三利麓山城本草荟 3室2厅 南
南京,秦淮,315,65955,1室1厅,47.76,37,2021-03-07,天空之都 精装修 采光好 业主诚心卖
南京,浦口,153,18957,2室2厅,80.71,6,2020-03-01,业主诚心出售，满五年，位于小区中间位置，
成都,锦江,245,26929,3室1厅,90.98,30,2021-03-24,镏金岁月 经典小套三 低总价 满五年
南京,江宁,240,26888,2室2厅,89.26,11,2021-03-31,东方龙湖湾南湖苑 2室2厅 南 北
苏州,吴中,205,22417,3室2厅,91.45,28,2021-03-22,南山维拉诚心出售楼层位置好可议价 买房找小赵
成都,都江堰,69.7,7745,3室2厅,90,6,2021-03-29,紫荆城 3室2厅 南
北京,顺义,233,25996,2室1厅,89.63,16,2021-03-21,恒华安纳湖 2室1厅 南 北
北京,石景山,331,52918,2室1厅,62.55,6,2021-03-22,八角南路小区 低楼层明厨明卫两室一厅 钢混1984
北京,海淀,460,99568,1室1厅,46.2,6,2021-03-13,知春路 罗庄西里 南向一居室 格局好 采光好
南京,秦淮,136,38000,1室1厅,35.79,25,2020-12-16,新街口商圈配套成熟，有物业管理，小区环境
成都,高新西,160,15038,3室2厅,106.4,18,2021-03-19,标准大套三，大阳台，满五年，户型方正
